PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Mbenda, HGN; Das, A				Mbenda, Huguette Gaelle Ngassa; Das, Aparup			POPULATION GENETICS OF THE CHLOROQUINE-RESISTANT GENE PFCRT IN CAMEROONIAN FIELD PLASMODIUM FALCIPARUM ISOLATES	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE					65th Annual Meeting of the American-Society-of-Tropical-Medicine-and-Hygiene (ASTMH)	NOV 13-16, 2016	Atlanta, GA	Amer Soc Trop Med & Hygiene, Bill & Melinda Gates Fdn, Takeda Pharamaceut Int AG, ClinicalRM, Techlab Inc, Bayer, Sanofi Pasteur, ACS Infectious Diseases, New England Biolabs																							0002-9637	1476-1645				NOV	2017	95	5		S		864	271	271																WOS:000412851502387
J	Ward, T				Ward, T.			A population genetics framework for understanding aggressiveness and toxigenicity of Fusarium head blight pathogens	PHYTOPATHOLOGY					Annual Meeting of the American-Phytopathological-Society (APS)	AUG 07-11, 2010	Charlotte, NC	Amer Phytopathol Soc																							0031-949X					JUN	2010	100	6		S			S157	S157																WOS:000295042001054
J	Marrow, P; Johnstone, RA; Hurst, LD				Marrow, P; Johnstone, RA; Hurst, LD			Riding the evolutionary streetcar: Where population genetics and game theory meet	TRENDS IN ECOLOGY & EVOLUTION																	Hurst, Laurence/F-9215-2010	Hurst, Laurence/0000-0002-1002-1054; Marrow, Paul/0000-0001-9335-6433													0169-5347	1872-8383				NOV	1996	11	11					445	446		10.1016/0169-5347(96)30036-0	http://dx.doi.org/10.1016/0169-5347(96)30036-0								21237915					WOS:A1996VN15900001
J	RICHARDS, AJ; LEFEBVRE, C; MACKLIN, MG; NICHOLSON, A; VEKEMANS, X				RICHARDS, AJ; LEFEBVRE, C; MACKLIN, MG; NICHOLSON, A; VEKEMANS, X			THE POPULATION-GENETICS OF ARMERIA-MARITIMA (MILL) WILLD. ON THE RIVER SOUTH TYNE, UK	NEW PHYTOLOGIST																	Vekemans, xavier/A-1721-2009	Vekemans, xavier/0000-0002-4836-4394													0028-646X					JUN	1989	112	2					281	293		10.1111/j.1469-8137.1989.tb02384.x	http://dx.doi.org/10.1111/j.1469-8137.1989.tb02384.x													WOS:A1989AE36600013
J	Volkman, S; Daniels, RF; Bennett, A; Silumbe, K; Chalwe, V; Kamuliwo, M; Hamainza, B; Moonga, H; Pal, S; Kahn, M; Guinovart, C; Domingo, G; Wirth, DF; Steketee, RW; Miller, JM; Eisele, TP				Volkman, Sarah; Daniels, Rachel F.; Bennett, Adam; Silumbe, Kafula; Chalwe, Victor; Kamuliwo, Mukalwa; Hamainza, Busiku; Moonga, Hawela; Pal, Sampa; Kahn, Maria; Guinovart, Caterina; Domingo, Gonzalo; Wirth, Dyann F.; Steketee, Richard W.; Miller, John M.; Eisele, Thomas P.			CHANGES IN MALARIA PARASITE POPULATION GENETICS WITH APPLICATION OF MASS DRUG ADMINISTRATION IN ZAMBIA	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE																	hamainza, busiku/AAF-1423-2020; Eisele, Thom/AAE-8958-2020														0002-9637	1476-1645				OCT	2015	93	4		S		1218	371	371																WOS:000412844103213
J	Mazzoni, S; Nicolini, L; Tagliavini, F; Manfredini, M				Mazzoni, S.; Nicolini, L.; Tagliavini, F.; Manfredini, M.			Abandoned Children and Population Genetics: The Cases of Iggio and Tiola	JOURNAL OF BIOLOGICAL RESEARCH-BOLLETTINO DELLA SOCIETA ITALIANA DI BIOLOGIA SPERIMENTALE																	manfredini, matteo/A-7684-2013	manfredini, matteo/0000-0001-7377-5921; MAZZONI, Stanislao/0000-0003-3910-3237													1826-8838	2284-0230					2012	85	1					130	133		10.4081/jbr.2012.4083	http://dx.doi.org/10.4081/jbr.2012.4083													WOS:000217131100026
J	NAZAROVA, AF				NAZAROVA, AF			POPULATION-GENETICS OF RUSSIANS - THE GENEALOGICAL ANALYSIS, GENE-FREQUENCIES AND GENETIC DISTANCES	DOKLADY AKADEMII NAUK																															0869-5652					DEC	1994	339	4					563	568											7881373					WOS:A1994QC29200036
J	PACHUT, JF				PACHUT, JF			POPULATION-GENETICS OF 4 SPECIES OF ORDOVICIAN BRYOZOANS - STEREOLOGY AND JACKKNIFED ANALYSIS OF VARIANCE	JOURNAL OF PALEONTOLOGY																	Pachut, Joseph F/C-2721-2008														0022-3360	1937-2337				SEP	1987	61	5					927	941		10.1017/S0022336000029309	http://dx.doi.org/10.1017/S0022336000029309													WOS:A1987K296100004
J	Chan, KM; O'Callaghan, T; O'Callaghan, R; Golden, A; Krueger-Hadfield, SA; Schoenrock, KM; Power, AM				Chan, Kenan M.; O'Callaghan, Tony; O'Callaghan, Rory; Golden, Aaron; Krueger-Hadfield, Stacy A.; Schoenrock, Kathryn M.; Power, Anne Marie			A PICTURE OF KELP ECOSYSTEM RESILIENCE IN IRELAND	PHYCOLOGIA																															0031-8884	2330-2968				JUL 1	2021	60			1	SI		29	29																WOS:000682342700068
J	Breton, S; Pante, E; Xue, XF; Sun, JT				Breton, Sophie; Pante, Eric; Xue, Xiao-Feng; Sun, Jing-Tao			Editorial: Evolution of Mitochondrial Genomes	FRONTIERS IN ECOLOGY AND EVOLUTION																															2296-701X					DEC 2	2020	8								615233	10.3389/fevo.2020.615233	http://dx.doi.org/10.3389/fevo.2020.615233													WOS:000598865300001
J	Guillot, G				Guillot, Gilles			Response to comment on 'On the inference of spatial structure from population genetics data'	BIOINFORMATICS																	Guillot, Gilles/A-6129-2009	Guillot, Gilles/0000-0003-0675-8325													1367-4803	1460-2059				JUL 15	2009	25	14					1805	1806		10.1093/bioinformatics/btp351	http://dx.doi.org/10.1093/bioinformatics/btp351													WOS:000267665900014
J	BIRKY, CW; THRAILKILL, KM				BIRKY, CW; THRAILKILL, KM			INTRACELLULAR POPULATION-GENETICS - EVIDENCE FOR RANDOM DRIFT OF MITOCHONDRIAL GENE-FREQUENCIES IN YEAST ZYGOTES	GENETICS																															0016-6731						1979	91	4					S11	S11																WOS:A1979HF94700024
J	ETHIER, SN; NAGYLAKI, T				ETHIER, SN; NAGYLAKI, T			DIFFUSION APPROXIMATIONS OF MARKOV-CHAINS WITH 2 TIME SCALES AND APPLICATIONS TO POPULATION-GENETICS	ADVANCES IN APPLIED PROBABILITY																															0001-8678						1980	12	1					14	49		10.2307/1426492	http://dx.doi.org/10.2307/1426492													WOS:A1980JH54200014
J	SCHWIDETZKY, I				SCHWIDETZKY, I			GENETICS AND SOCIAL-STRUCTURE - MATHEMATICAL STRUCTURALISM IN POPULATION-GENETICS AND SOCIAL-THEORY - BALLONOFF,P	HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY																															0018-442X	1618-1301					1977	28	1					61	61																WOS:A1977DY68300052
J	Fagny, M; Austerlitz, F				Fagny, Maud; Austerlitz, Frederic			Polygenic Adaptation: Integrating Population Genetics and Gene Regulatory Networks	TRENDS IN GENETICS																	; Fagny, Maud/O-5415-2017	Austerlitz, Frederic/0000-0001-8031-455X; Fagny, Maud/0000-0002-7740-2521													0168-9525	1362-4555				JUL	2021	37	7					631	638		10.1016/j.tig.2021.03.005	http://dx.doi.org/10.1016/j.tig.2021.03.005		JUN 2021						33892958					WOS:000658930100007
J	Ridgway, GMI; Dahle, G				Ridgway, GMI; Dahle, G			Population genetics of Pecten maximus of the Northeast Atlantic coast	SARSIA																															0036-4827					JUN 9	2000	85	2					167	172		10.1080/00364827.2000.10414566	http://dx.doi.org/10.1080/00364827.2000.10414566													WOS:000088504700006
J	Montague, MJ; Di Fiore, A				Montague, Michael J.; Di Fiore, Anthony			Population genetics, dispersal and kinship among two social groups of squirrel monkeys (Saimiri sciureus).	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY					81st Annual Meeting of the American-Association-of-Physical-Anthropologists	2012	Portland, OR	Amer Assoc Phys Anthropol																							0002-9483						2012	147			54			216	216																WOS:000300498700606
J	Fuseya, R; Sakamoto, T; Dan, S; Tamaki, M; Hayashibara, T; Katoh, M				Fuseya, R.; Sakamoto, T.; Dan, S.; Tamaki, M.; Hayashibara, T.; Katoh, M.			Development and characterization of microsatellite markers from mud crab Scylla serrata for population genetics	AQUACULTURE					9th International Symposium on Genetics in Aquaculture	JUN 26-30, 2006	Montpellier, FRANCE	Inst Francais Rech Exploitat Mer, Inst Natl Rech Agron, Ctr Cooperat Int Rech Argon Dev, CNRS, Syndicat Select Avicoles Aquacoles Francais									SAKAMOTO, Takashi/O-1949-2014	SAKAMOTO, Takashi/0000-0002-8399-851X													0044-8486						2007	272			1			S257	S258		10.1016/j.aquaculture.2007.07.063	http://dx.doi.org/10.1016/j.aquaculture.2007.07.063													WOS:000252083500073
J	CHIMERA, JA; HARRIS, CR; LITT, M				CHIMERA, JA; HARRIS, CR; LITT, M			POPULATION-GENETICS OF THE HIGHLY POLYMORPHIC LOCUS D16S7 AND ITS USE IN PATERNITY EVALUATION	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297					DEC	1989	45	6					926	931											2574004					WOS:A1989CF40300012
J	Zhao, HY; Pfeiffer, R; Gail, MH				Zhao, HY; Pfeiffer, R; Gail, MH			Haplotype analysis in population genetics and association studies	PHARMACOGENOMICS																	Pfeiffer, Ruth M/F-4748-2011														1462-2416	1744-8042				MAR	2003	4	2					171	178		10.1517/phgs.4.2.171.22636	http://dx.doi.org/10.1517/phgs.4.2.171.22636								12605551					WOS:000181475000006
J	THOMSON, GJ; FELDMAN, MW				THOMSON, GJ; FELDMAN, MW			POPULATION GENETICS OF MODIFIERS OF MEIOTIC DRIVE .2. LINKAGE MODIFICATION IN SEGREGATION DISTORTION SYSTEM	THEORETICAL POPULATION BIOLOGY																															0040-5809						1974	5	2					155	162		10.1016/0040-5809(74)90038-0	http://dx.doi.org/10.1016/0040-5809(74)90038-0								4207693					WOS:A1974S754200003
J	Dao, ZL; Ji, YH; Liu, T; Liu, KM; Li, H				Dao, Zhiling; Ji, Yunheng; Liu, Tao; Liu, Keming; Li, Heng			DEVELOPMENT OF TEN POLYMORPHIC MICROSATELLITE LOCI FOR FOSBERGIA SHWELIENSIS (RUBIACEAE), A POTENTIALLY CRISIS ENDANGERED TREE	AMERICAN JOURNAL OF BOTANY																															0002-9122					JUN	2011	98	6					E161	E163		10.3732/ajb.1100017	http://dx.doi.org/10.3732/ajb.1100017								21653506					WOS:000291395600010
J	Gildenhuys, P				Gildenhuys, Peter			An Explication of the Causal Dimension of Drift	BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE																															0007-0882	1464-3537				SEP	2009	60	3					521	555		10.1093/bjps/axp019	http://dx.doi.org/10.1093/bjps/axp019													WOS:000269013700005
J	Kowalik, T; Renzette, N; Gibson, L; Schleiss, M; Mussi-Pinhata, M; Yamamoto, A; Keller, M; Bollard, C; Alain, S; Britt, W; Pokalyuk, C; Jensen, J				Kowalik, T.; Renzette, N.; Gibson, L.; Schleiss, M.; Mussi-Pinhata, M.; Yamamoto, A.; Keller, M.; Bollard, C.; Alain, S.; Britt, W.; Pokalyuk, C.; Jensen, J.			Clinically relevant markers of infection revealed through population genetics: The example of cytomegalovirus infections	INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES																	Alain, sophie/O-9106-2016														1201-9712	1878-3511				DEC	2020	101			1		1192	492	492		10.1016/j.ijid.2020.09.1283	http://dx.doi.org/10.1016/j.ijid.2020.09.1283													WOS:000612135101430
J	Gatei, W; Hart, CA; Gilman, RH; Das, P; Cama, V; Xiao, LH				Gatei, Wangeci; Hart, C. Anthony; Gilman, Robert H.; Das, Pradeep; Cama, Vitaliano; Xiao, Lihua			Development of a multilocus sequence typing tool for Cryptosporidium hominis	JOURNAL OF EUKARYOTIC MICROBIOLOGY					Joint Meeting of the 9th International Workshop on Opportunistic Protists/57th Annual Meeting of the International-Society-of-Protistologists	JUN 20-24, 2006	Lisbon, PORTUGAL	Int Soc Protistologists									Xiao, Lihua/B-1704-2013	Xiao, Lihua/0000-0001-8532-2727; gatei, wangeci/0000-0002-3644-5445													1066-5234	1550-7408					2006	53			1			S43	S48		10.1111/j.1550-7408.2006.00169.x	http://dx.doi.org/10.1111/j.1550-7408.2006.00169.x								17169064					WOS:000242309900016
J	Fears, R; Poste, G				Fears, R; Poste, G			Health care delivery - Building population genetics resources using the UK NHS	SCIENCE																															0036-8075	1095-9203				APR 9	1999	284	5412					267	268		10.1126/science.284.5412.267	http://dx.doi.org/10.1126/science.284.5412.267								10232974					WOS:000079636400026
C	CHAKRABORTY, R; FORNAGE, M; GUEGUEN, R; BOERWINKLE, E		Burke, T; Dolf, G; Jeffreys, AJ; Wolff, R		CHAKRABORTY, R; FORNAGE, M; GUEGUEN, R; BOERWINKLE, E			POPULATION-GENETICS OF HYPERVARIABLE LOCI - ANALYSIS OF PCR BASED VNTR POLYMORPHISM WITHIN A POPULATION	DNA FINGERPRINTING : APPROACHES AND APPLICATIONS	EXPERIENTIA SUPPLEMENTA				1ST INTERNATIONAL SYMP ON DNA FINGERPRINTING	OCT 01-03, 1990	BERN, SWITZERLAND																										3-7643-2562-3				1991	58						127	143											1831156					WOS:A1991BX17Z00010
J	ENGELS, WR				ENGELS, WR			ON THE EVOLUTION AND POPULATION-GENETICS OF HYBRID DYSGENESIS-CAUSING TRANSPOSABLE ELEMENTS IN DROSOPHILA	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES																															0962-8436					JAN 29	1986	312	1154					205	215		10.1098/rstb.1986.0002	http://dx.doi.org/10.1098/rstb.1986.0002								2870517					WOS:A1986AYR7200002
J	Novy, A; Hartman, JM; Smouse, P; Struwe, L; Miller, C; Skaradek, W; Bonos, S				Novy, Ari; Hartman, Jean Marie; Smouse, Peter; Struwe, Lena; Miller, Chris; Skaradek, William; Bonos, Stacy			Can population genetics studies of Spartina alterniflora (smooth cordgrass) affect marsh restoration horticultural practices?	HORTSCIENCE					Northeast Region Annual Meeting of the American-Society-for-Horticultural-Science	JAN 03-05, 2008	Rutgers Univ, Brunswick, NJ		Rutgers Univ																						0018-5345					JUN	2008	43	3					594	594																WOS:000256245900024
C	Lessig, R; Edelmann, J		Olaisen, B; Brinkmann, B; Lincoln, PJ		Lessig, R; Edelmann, J			Population genetics of the two Y-STRS DYS19 and DYS390 in West Saxonia (Germany)	PROGRESS IN FORENSIC GENETICS 7	INTERNATIONAL CONGRESS SERIES				17th International Congress of the ISFH	SEP 02-06, 1997	OSLO, NORWAY	Int soc Forens Haemogenet, PE Appl Biosyst, Foster City, California, Lab Govt Chemist, Teddington, UK																							0531-5131		0-444-82965-2				1998	1167						521	523																WOS:000076275200170
J	TEMPLETO.AR; ROTHMAN, ED				TEMPLETO.AR; ROTHMAN, ED			POPULATION GENETICS OF PARTHENOGENETIC STRAINS OF DROSOPHILA-MERCATORUM .1. ONE LOCUS MODEL AND STATISTICS	THEORETICAL AND APPLIED GENETICS																		Templeton, Alan/0000-0002-0167-845X													0040-5752						1973	43	5					204	212		10.1007/BF00309135	http://dx.doi.org/10.1007/BF00309135								24425071					WOS:A1973Q572500001
J	LAVERY, S; SHAKLEE, JB				LAVERY, S; SHAKLEE, JB			POPULATION-GENETICS OF 2 TROPICAL SHARKS, CARCHARHINUS-TILSTONI AND C-SORRAH, IN NORTHERN AUSTRALIA	AUSTRALIAN JOURNAL OF MARINE AND FRESHWATER RESEARCH																															0067-1940						1989	40	5					541	557																WOS:A1989AV98100006
J	YING, QL; LIANG, ZQ; LIANG, CH				YING, QL; LIANG, ZQ; LIANG, CH			DISTRIBUTION OF ALPHA-1-ANTITRYPSIN VARIANT ETOKYO AND ITS IMPLICATION IN HUMAN-POPULATION GENETICS	KEXUE TONGBAO																															0454-0948					AUG	1986	31	16					1144	1148																WOS:A1986E715500013
J	TAYLOR, CE; GORMAN, GC				TAYLOR, CE; GORMAN, GC			POPULATION GENETICS OF A COLONIZING LIZARD - NATURAL-SELECTION FOR ALLOZYME MORPHS IN ANOLIS-GRAHAMI	HEREDITY																															0018-067X						1975	35	OCT					241	247		10.1038/hdy.1975.88	http://dx.doi.org/10.1038/hdy.1975.88								1060611					WOS:A1975AY32700010
S	Hofrichter, J; Jost, J; Tran, TD	Hofrichter, J; Jost, J; Tran, TD			Hofrichter, Julian; Jost, Juergen; Tat Dat Tran	Hofrichter, J; Jost, J; Tran, TD		Information Geometry and Population Genetics The Mathematical Structure of the Wright-Fisher Model Introduction	INFORMATION GEOMETRY AND POPULATION GENETICS: THE MATHEMATICAL STRUCTURE OF THE WRIGHT-FISHER MODEL	Understanding Complex Systems Springer Complexity																														1860-0832		978-3-319-52045-2; 978-3-319-52044-5				2017							1	15		10.1007/978-3-319-52045-2_1	http://dx.doi.org/10.1007/978-3-319-52045-2_1	10.1007/978-3-319-52045-2												WOS:000476721700002
J	Hemme, RR; Chadee, DD; Severson, DW				Hemme, Ryan R.; Chadee, Dave D.; Severson, Dave W.			Focal population genetics and dengue vector competence of Aedes aegypti in Trinidad, West Indies	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE																															0002-9637	1476-1645				NOV	2006	75	5		S		246	72	72																WOS:000242343900247
J	HOENIGSBERG, HF				HOENIGSBERG, HF			POPULATION-GENETICS IN THE AMERICAN TROPICS .22. THE PENETRATION OF DROSOPHILA-PSEUDOOBSCURA INTO COLOMBIA	BIOLOGISCHES ZENTRALBLATT																															0006-3304					MAY-JUN	1986	105	3					249	255																WOS:A1986C653400003
J	Rodrigues-Soares, F; Kehdy, FSG; Gouveia, MHH				Rodrigues-Soares, Fernanda; Kehdy, Fernanda S. G.; Gouveia, Mateus H. H.			Editorial: Genomic Ancestry and Biological Traits	FRONTIERS IN GENETICS																	Soares, Fernanda Rodrigues/E-7122-2016	Soares, Fernanda Rodrigues/0000-0002-2559-3223; Kehdy, Fernanda/0000-0001-8964-9049														1664-8021				SEP 6	2021	12								754725	10.3389/fgene.2021.754725	http://dx.doi.org/10.3389/fgene.2021.754725								34552624					WOS:000697834900001
J	Gilg, MR				Gilg, Matthew R.			POPULATION GENETICS OF INTRODUCED AND NATIVE POPULATIONS OF THE ASIAN GREEN MUSSEL, PERNA VIRIDIS.	JOURNAL OF SHELLFISH RESEARCH																															0730-8000					AUG	2009	28	3					699	699																WOS:000273801700147
C	JACKSON, JK; RESH, VH		SLADECEK, V; SLADECKOVA, A		JACKSON, JK; RESH, VH			USE OF CELLULOSE-ACETATE ELECTROPHORESIS TO EXAMINE POPULATION-GENETICS OF THE CADDISFLY HELICOPSYCHE-BOREALIS	INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY - PROCEEDINGS, VOL 24, PT 5	INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY - PROCEEDINGS				CONGRESS OF THE INTERNATIONAL ASSOC OF THEORETICAL AND APPLIED LIMNOLOGY	1989	MUNICH, GERMANY	INT ASSOC THEORET & APPL LIMNOL																									3-510-54038-7				1991	24						2903	2907																WOS:A1991BV15C00061
J	SPIELMANN, W				SPIELMANN, W			RESULTS ON FORMAL AND POPULATION GENETICS INCLUDING THEIR APPLICATION IN CASES OF DISPUTED PATERNITY	VOX SANGUINIS																															0042-9007	1423-0410					1973	25	1					14	14																WOS:A1973Q460700012
J	Liu, Y; Ge, XJ; Sun, QB; Cao, T				Liu, Yan; Ge, Xue-Jun; Sun, Qi-Bao; Cao, Tong			DEVELOPMENT OF MICROSATELLITE MARKERS FOR THE MOSS PTYCHOMITRIUM GARDNERI (PTYCHOMITRIACEAE)	AMERICAN JOURNAL OF BOTANY																	Ge, Xue-Jun/AAP-5967-2020	Ge, Xue-Jun/0000-0002-5008-9475													0002-9122	1537-2197				MAR	2010	97	3					E14	E16		10.3732/ajb.1000014	http://dx.doi.org/10.3732/ajb.1000014								21622398					WOS:000275106800018
J	van den Eede, P; Van Der Auwera, G; Erhart, A; Van Overmeir, C; Ann, J; D'Alessandro, U				Van den Eede, Peter; Van Der Auwera, Gert; Erhart, Annette; Van Overmeir, Chantal; Ann, Jozef; D'Alessandro, Umberto			PLASMODIUM VIVAX POPULATION GENETICS IN PERU AND VIETNAM: A COMPARATIVE STUDY USING MICROSATELLITES MARKERS	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE					57th Annual Meeting of the American-Society-of-Tropical-Medicine-and-Hygiene	DEC 07-11, 2008	New Orleans, LA	Amer Soc Trop Med & Hyg									D'Alessandro, Umberto/D-3457-2015	D'Alessandro, Umberto/0000-0001-6341-5009													0002-9637					DEC	2008	79	6				409	121	121																WOS:000261644600409
C	Uthicke, S; Benzie, J		Barker, M		Uthicke, S; Benzie, J			Population genetics, of a commercially fished holothurian (Holothuria scabra, Sandfish) on the Queensland coast	ECHINODERMS 2000					10th International Echinoderm Conference (IEC)	JAN 31-FEB 04, 2000	UNIV OTAGO, DUNEDIN, NEW ZEALAND		UNIV OTAGO								Benzie, John A.H./L-6208-2018; Uthicke, Sven/F-1810-2010	Uthicke, Sven/0000-0002-3476-6595															90-5809-189-9				2001							385	385																WOS:000173978000105
J	DERUITER, JR; WICKINGS, EJ; SCHEFFRAHN, W; MENARD, N; BRUFORD, M; INOUE, M				DERUITER, JR; WICKINGS, EJ; SCHEFFRAHN, W; MENARD, N; BRUFORD, M; INOUE, M			SYMPOSIUM ON GENETIC-MARKERS (DNA-TYPING, PROTEINS) IN SOCIOBIOLOGY AND POPULATION-GENETICS - INTRODUCTORY-REMARKS	PRIMATES																	Bruford, Michael W/D-3750-2009; Bruford, Michael/Y-7463-2019	Bruford, Michael W/0000-0001-6357-6080; Bruford, Michael/0000-0001-6357-6080													0032-8332					OCT	1993	34	4					469	469		10.1007/BF02382657	http://dx.doi.org/10.1007/BF02382657													WOS:A1993MK54300007
J	POWELL, JR; ANDJELKOVIC, M				POWELL, JR; ANDJELKOVIC, M			POPULATION-GENETICS OF DROSOPHILA AMYLASE .4. SELECTION IN LABORATORY POPULATIONS MAINTAINED ON DIFFERENT CARBOHYDRATES	GENETICS																															0016-6731						1983	103	4					675	689											6189764					WOS:A1983QP15300008
